Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2017,01-12-17,472,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2017,01-12-17,472,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2017,01-12-17,472,Selkent,Stagecoach,Plumstead,Greenwich,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Unknown
2017,01-12-17,472,Selkent,Stagecoach,Plumstead,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,473,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,473,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,481,Abellio London,Abellio,Twickenham (Abellio London W),Richmond Upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,483,Metroline West,Metroline,Alperton,Brent,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,01-12-17,484,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2017,01-12-17,487,Metroline West,Metroline,Alperton,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,493,London General,Go-Ahead,Waterside Way,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,496,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Collision Incident,Pedestrian,Female,Unknown
2017,01-12-17,496,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,01-12-17,498,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,01-12-17,499,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2017,01-12-17,499,East London,Stagecoach,Romford (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,607,Metroline West,Metroline,Uxbridge,Ealing,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2017,01-12-17,607,Metroline West,Metroline,Uxbridge,Ealing,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,01-12-17,607,Metroline West,Metroline,Uxbridge,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,A10,Metroline West,Metroline,Uxbridge,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,B11,London Central,Go-Ahead,Bexleyheath,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,01-12-17,B12,Arriva London North,Arriva London,Dartford,Bexley,Injuries treated on scene,Collision Incident,Passenger,Female,Elderly
2017,01-12-17,B15,Arriva London North,Arriva London,Dartford,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,C10,Abellio London,Abellio,Walworth,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Child
2017,01-12-17,C10,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2017,01-12-17,C11,Metroline,Metroline,Cricklewood,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2017,01-12-17,C11,Metroline,Metroline,Cricklewood,Islington,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2017,01-12-17,D6,Docklands Buses,Go-Ahead,Silvertown,Tower Hamlets,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2017,01-12-17,D7,Docklands Buses,Go-Ahead,Silvertown,Tower Hamlets,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,D8,Docklands Buses,Go-Ahead,Silvertown,Tower Hamlets,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,E2,Metroline,Metroline,Brentford,Ealing,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,01-12-17,E3,London United,London United,Stamford Brook,Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,E5,Abellio West,Abellio,Southall,Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,E5,Abellio West,Abellio,Southall,Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,E7,Abellio West,Abellio,Southall,Ealing,Injuries treated on scene,Collision Incident,Passenger,Male,Child
2017,01-12-17,G1,London General,Go-Ahead,Waterside Way,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,G1,London General,Go-Ahead,Waterside Way,Wandsworth,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Child
2017,01-12-17,H11,London Sovereign,London United,Harrow,Harrow,Injuries treated on scene,Personal Injury,3rd Party driver / Occupant,Male,Unknown
2017,01-12-17,H12,Metroline,Metroline,Harrow Weald,Harrow,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,H12,Metroline,Metroline,Harrow Weald,Harrow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2017,01-12-17,H13,London Sovereign,London United,Harrow,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,H2,Arriva London North,Arriva London,Watford,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2017,01-12-17,H37,London United,London United,Hounslow,Richmond Upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Elderly
2017,01-12-17,H98,London United,London United,Hounslow,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Child
2017,01-12-17,H98,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,H98,London United,London United,Hounslow,Hounslow,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2017,01-12-17,K2,London United,London United,Tolworth,Kingston upon Thames,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2017,01-12-17,N109,Abellio London,Abellio,Beddington (Abellio London),Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Assault,Passenger,Female,Adult
2017,01-12-17,N207,Metroline West,Metroline,Uxbridge,Ealing,Injuries treated on scene,Activity Incident Event,Passenger,Male,Adult
2017,01-12-17,N253,Arriva London North,Arriva London,Stamford Hill,City of London,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Motorcyclist,Male,Adult
2017,01-12-17,N44,London General,Go-Ahead,Stockwell,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,N98,Metroline,Metroline,Willesden,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,OOS,Arriva London North,Arriva London,Dartford,Bexley,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2017,01-12-17,OOS,Arriva London North,Arriva London,Dartford,Bexley,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2017,01-12-17,OOS,Arriva London South,Arriva London,Norwood,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,OOS,East London,Stagecoach,Barking (East London Buses),Barking & Dagenham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Bus Driver,Male,Adult
2017,01-12-17,OOS,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2017,01-12-17,OOS,London General,Go-Ahead,Sutton,None London Borough,Injuries treated on scene,Collision Incident,Motorcyclist,Male,Adult
2017,01-12-17,OOS,Selkent,Stagecoach,Plumstead,Bexley,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2017,01-12-17,OOS,Tower Transit,Tower Transit,Lea Interchange,Waltham Forest,Reported Minor Injury - Treated at Hospital,Personal Injury,Bus Driver,Female,Adult
2017,01-12-17,OOS,Quality Line,Quality Line,Epsom,None London Borough,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2017,01-12-17,P12,London Central,Go-Ahead,Peckham,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,P13,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Vandalism Hooliganism,Bus Driver,Male,Adult
2017,01-12-17,P4,Selkent,Stagecoach,Catford,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,P4,Selkent,Stagecoach,Catford,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,P5,London Central,Go-Ahead,Camberwell,Lambeth,Injuries treated on scene,Personal Injury,Pedestrian,Male,Unknown
2017,01-12-17,P5,London Central,Go-Ahead,Camberwell,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,R11,Metrobus,Go-Ahead,Orpington (Metrobus),Bexley,Fatal,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,R11,Metrobus,Go-Ahead,Orpington (Metrobus),Bexley,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2017,01-12-17,R3,Metrobus,Go-Ahead,Orpington (Metrobus),Bromley,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2017,01-12-17,RR,Abellio London,Abellio,Battersea (Abellio London),Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Assault,Bus Driver,Male,Adult
2017,01-12-17,U1,Metroline West,Metroline,Uxbridge,Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,01-12-17,U1,Metroline West,Metroline,Uxbridge,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,U2,Metroline West,Metroline,Uxbridge,Hillingdon,Injuries treated on scene,Vandalism Hooliganism,Bus Driver,Male,Adult
2017,01-12-17,U3,Metroline West,Metroline,Uxbridge,Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2017,01-12-17,U3,Metroline West,Metroline,Uxbridge,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,U5,Abellio London,Abellio,Hayes (Abellio London W),Hillingdon,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2017,01-12-17,U5,Abellio London,Abellio,Hayes (Abellio London W),Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2017,01-12-17,U9,Abellio London,Abellio,Hayes (Abellio London W),Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,W11,C T Plus,CT Plus,Walthamstow Avenue,Waltham Forest,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,01-12-17,W14,Tower Transit,Tower Transit,Lea Interchange,Redbridge,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2017,01-12-17,W15,Tower Transit,Tower Transit,Lea Interchange,Waltham Forest,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2017,01-12-17,W3,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2017,01-12-17,W8,Metroline,Metroline,Potters Bar,Enfield,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2017,01-12-17,X26,Metrobus,Go-Ahead,Croydon (Metrobus),Croydon,Injuries treated on scene,Slip Trip Fall,Bus Driver,Male,Adult
2017,01-12-17,X26,Metrobus,Go-Ahead,Croydon (Metrobus),Sutton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,C3,Abellio London,Abellio,Battersea (Abellio London),Wandsworth,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2017,01-12-17,N133,Arriva London South,Arriva London,Brixton,Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,146,Selkent,Stagecoach,Bromley,Southwark,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2017,01-12-17,696,London United,London United,Hounslow,Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2017,01-12-17,696,London United,London United,Hounslow,Hounslow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Male,Elderly
2018,01-01-18,1,London Central,Go-Ahead,New Cross,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,3,Abellio London,Abellio,Walworth,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Adult
2018,01-01-18,3,Abellio London,Abellio,Walworth,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Adult
2018,01-01-18,3,Abellio London,Abellio,Walworth,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Female,Elderly
2018,01-01-18,3,Abellio London,Abellio,Walworth,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly
2018,01-01-18,3,Abellio London,Abellio,Walworth,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,4,Metroline,Metroline,Holloway,Islington,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2018,01-01-18,4,Metroline,Metroline,Holloway,Islington,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,5,Blue Triangle Buses,Go-Ahead,River Road,Barking & Dagenham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,5,Blue Triangle Buses,Go-Ahead,River Road,Havering,Injuries treated on scene,Activity Incident Event,Passenger,Male,Adult
2018,01-01-18,5,Blue Triangle Buses,Go-Ahead,River Road,Newham,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Adult
2018,01-01-18,6,Metroline,Metroline,Willesden,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,6,Metroline,Metroline,Willesden,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2018,01-01-18,6,Metroline,Metroline,Willesden,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Unknown
2018,01-01-18,7,Metroline,Metroline,Perivale,Westminster,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2018,01-01-18,7,Metroline,Metroline,Perivale,Westminster,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Elderly
2018,01-01-18,7,Metroline,Metroline,Perivale,Westminster,Reported Minor Injury - Treated at Hospital,Personal Injury,Pedestrian,Female,Adult
2018,01-01-18,8,East London,Stagecoach,Bow,Tower Hamlets,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2018,01-01-18,8,East London,Stagecoach,Bow,Tower Hamlets,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2018,01-01-18,8,East London,Stagecoach,Bow,Tower Hamlets,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2018,01-01-18,9,London United,London United,Stamford Brook,Westminster,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2018,01-01-18,10,London United,London United,Stamford Brook,Hammersmith & Fulham,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Male,Elderly
2018,01-01-18,11,London General,Go-Ahead,Stockwell,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,12,London Central,Go-Ahead,Camberwell,Southwark,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Unknown
2018,01-01-18,12,London Central,Go-Ahead,Camberwell,Westminster,Injuries treated on scene,Personal Injury,Pedestrian,Female,Unknown
2018,01-01-18,14,London General,Go-Ahead,Putney,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,15,Blue Triangle Buses,Go-Ahead,River Road,Tower Hamlets,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,16,Metroline,Metroline,Cricklewood,Brent,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2018,01-01-18,16,Metroline,Metroline,Cricklewood,Brent,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2018,01-01-18,16,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2018,01-01-18,16,Metroline,Metroline,Cricklewood,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Male,Adult
2018,01-01-18,18,London United,London United,Park Royal,Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2018,01-01-18,18,London United,London United,Park Royal,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,18,London United,London United,Park Royal,Harrow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,18,London United,London United,Park Royal,Harrow,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2018,01-01-18,18,London United,London United,Park Royal,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2018,01-01-18,19,Arriva London North,Arriva London,Tottenham,Camden,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2018,01-01-18,19,Arriva London North,Arriva London,Tottenham,Kensington & Chelsea,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2018,01-01-18,19,Arriva London North,Arriva London,Tottenham,Not specified,Injuries treated on scene,Collision Incident,Pedestrian,Male,Elderly
2018,01-01-18,23,Tower Transit,Tower Transit,Westbourne Park,Kensington & Chelsea,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2018,01-01-18,24,Metroline,Metroline,Holloway,Camden,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2018,01-01-18,24,Metroline,Metroline,Holloway,Camden,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Child
2018,01-01-18,24,Metroline,Metroline,Holloway,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Child
2018,01-01-18,25,Tower Transit,Tower Transit,Lea Interchange,City of London,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2018,01-01-18,25,Tower Transit,Tower Transit,Lea Interchange,Redbridge,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2018,01-01-18,25,Tower Transit,Tower Transit,Lea Interchange,Tower Hamlets,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2018,01-01-18,26,C T Plus,CT Plus,Hackney Ash Grove,City of London,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Unknown
2018,01-01-18,27,London United,London United,Stamford Brook,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,27,London United,London United,Stamford Brook,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2018,01-01-18,27,London United,London United,Stamford Brook,Hounslow,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2018,01-01-18,27,London United,London United,Stamford Brook,Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Motorcyclist,Male,Adult
2018,01-01-18,29,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2018,01-01-18,29,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2018,01-01-18,30,Tower Transit,Tower Transit,Lea Interchange,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Female,Unknown
2018,01-01-18,30,Tower Transit,Tower Transit,Lea Interchange,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Unknown,Unknown
2018,01-01-18,31,Tower Transit,Tower Transit,Westbourne Park,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2018,01-01-18,32,Metroline,Metroline,Cricklewood,Barnet,Injuries treated on scene,Collision Incident,Operational Staff,Male,Adult
2018,01-01-18,32,Metroline,Metroline,Cricklewood,Barnet,Injuries treated on scene,Collision Incident,Operational Staff,Male,Adult
2018,01-01-18,32,Metroline,Metroline,Cricklewood,Barnet,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2018,01-01-18,32,Metroline,Metroline,Cricklewood,Barnet,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,32,Metroline,Metroline,Cricklewood,Brent,Injuries treated on scene,Personal Injury,Pedestrian,Male,Adult
2018,01-01-18,36,London Central,Go-Ahead,New Cross,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,37,London Central,Go-Ahead,Peckham,Lambeth,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2018,01-01-18,37,London Central,Go-Ahead,Peckham,Lambeth,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Female,Adult
2018,01-01-18,37,London Central,Go-Ahead,Peckham,Wandsworth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult
2018,01-01-18,40,London Central,Go-Ahead,Camberwell,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Female,Adult
2018,01-01-18,41,Arriva London North,Arriva London,Tottenham,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,41,Arriva London North,Arriva London,Tottenham,Islington,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2018,01-01-18,43,Metroline,Metroline,Holloway,City of London,Injuries treated on scene,Collision Incident,Pedestrian,Female,Adult
2018,01-01-18,43,Metroline,Metroline,Holloway,Haringey,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2018,01-01-18,43,Metroline,Metroline,Holloway,Islington,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2018,01-01-18,43,Metroline,Metroline,Holloway,Islington,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,43,Metroline,Metroline,Holloway,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,43,Metroline,Metroline,Holloway,Westminster,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2018,01-01-18,45,Abellio London,Abellio,Walworth,City of London,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult
2018,01-01-18,45,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2018,01-01-18,47,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Collision Incident,Pedestrian,Female,Adult
2018,01-01-18,47,Selkent,Stagecoach,Catford,Lewisham,Reported Minor Injury - Treated at Hospital,Collision Incident,3rd Party driver / Occupant,Male,Adult
2018,01-01-18,47,Selkent,Stagecoach,Catford,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2018,01-01-18,48,Arriva London North,Arriva London,Ash Grove (Arriva),City of London,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,48,Arriva London North,Arriva London,Ash Grove (Arriva),Hackney,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2018,01-01-18,48,Arriva London North,Arriva London,Ash Grove (Arriva),Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2018,01-01-18,50,Arriva London South,Arriva London,Brixton,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2018,01-01-18,50,Arriva London South,Arriva London,Brixton,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2018,01-01-18,51,Selkent,Stagecoach,Plumstead,Bromley,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2018,01-01-18,52,Metroline,Metroline,Willesden,Kensington & Chelsea,Injuries treated on scene,Assault,Passenger,Male,Adult
2018,01-01-18,53,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Personal Injury,Passenger,Female,Youth
2018,01-01-18,53,Selkent,Stagecoach,Plumstead,Lewisham,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2018,01-01-18,53,Selkent,Stagecoach,Plumstead,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult
2018,01-01-18,53,Selkent,Stagecoach,Plumstead,Southwark,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2018,01-01-18,53,Selkent,Stagecoach,Plumstead,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,55,Selkent,Stagecoach,Leyton,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Unknown
2018,01-01-18,55,Selkent,Stagecoach,Leyton,Waltham Forest,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2018,01-01-18,56,Selkent,Stagecoach,Leyton,City of London,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,56,Selkent,Stagecoach,Leyton,Islington,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2018,01-01-18,57,London General,Go-Ahead,Merton,Merton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2018,01-01-18,58,Tower Transit,Tower Transit,Lea Interchange,Waltham Forest,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,59,Arriva London South,Arriva London,Brixton,Camden,Injuries treated on scene,Personal Injury,Passenger,Male,Elderly
2018,01-01-18,59,Arriva London South,Arriva London,Brixton,Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Female,Adult
2018,01-01-18,60,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2018,01-01-18,60,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2018,01-01-18,60,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,60,Arriva London South,Arriva London,Croydon (Arriva),Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,63,London Central,Go-Ahead,Peckham,Camden,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2018,01-01-18,63,London Central,Go-Ahead,Peckham,City of London,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2018,01-01-18,63,London Central,Go-Ahead,Peckham,Southwark,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Female,Adult
2018,01-01-18,63,London Central,Go-Ahead,Peckham,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2018,01-01-18,63,London Central,Go-Ahead,Peckham,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2018,01-01-18,64,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2018,01-01-18,65,London United,London United,Fulwell (London United),Hounslow,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
